S447,25.21,4.64,0,4.98,,
S1816,25.21,4.79,2.54,4.34,,
S1820,25.21,4.56,4.12,1.68,,
S2649,25.21,4,4.03,2.41,,
S952,25.22,4.97,1.08,3.12,,
S1054,25.22,4.64,0,4.33,,
S1248,25.22,3.38,1.64,4.28,,
S1747,25.22,4.5,1.09,2.1,,
S2364,25.22,3.18,4.84,2.12,,
S2648,25.22,4.61,2.36,4.34,,
S2986,25.22,4,1.09,4.54,,
S3243,25.22,4.56,4.88,2.04,,
S4363,25.22,3.49,3.21,3.73,,
S962,25.23,2.45,1.09,4.67,,
S2740,25.23,3.88,0,4.1,,
S3125,25.23,4.55,2.87,3.19,,
S4261,25.23,4.91,1.71,2.46,,
S4673,25.23,4.8,0,2.71,,
S4713,25.23,4.97,0,4.95,,
S4741,25.23,2.56,2.11,4.22,,
S2203,25.24,4.33,4.89,0,,
S2937,25.24,2.03,3.22,2.47,,
S3341,25.24,2.15,0,4.67,,
S4329,25.24,2.27,4.37,4.29,,
S2078,25.25,3.72,1.95,4.72,,
S2809,25.25,4.21,4.38,1.75,,
S4016,25.25,4.14,2.48,1.26,,
S4361,25.25,1.58,4.69,4.25,,
S4591,25.25,3.35,3.92,2.53,,
S2774,25.26,1.91,3.42,1.35,,
S3221,25.26,3.11,4.32,4.17,,
S4038,25.26,3.01,4.13,2.11,,
S891,25.27,0,2.35,4.7,,
S1862,25.27,3.1,1.62,4.56,,
S2037,25.27,2.3,4.36,4.97,,
S2251,25.27,4.85,4.01,2.01,,
S4426,25.27,0,3.19,4.82,,
S4844,25.27,2.33,2.91,4.81,,
S2085,25.29,4.1,1.04,4.82,,
S2214,25.29,2.17,3.49,4.61,,
S2762,25.3,4.96,2.81,4.05,,
S3110,25.3,4.33,2.42,4.4,,
S91,25.31,0,4.26,2.43,,
S241,25.31,4.54,4.24,2.64,,
S1497,25.31,4.99,4.24,0,,
S3107,25.31,0,4.6,2.92,,
S3345,25.31,4.03,4.26,2.87,,
S4615,25.31,4.56,2.09,4.98,,
S1173,25.32,0,1.45,4.64,,
S1498,25.33,4.21,1.45,4.18,,
S4115,25.33,1.35,2.66,4.84,,
S1806,25.34,4.61,4.63,0,,
S1955,25.34,2.84,3.86,3.1,,
S850,25.35,2.25,2.95,4.54,,
S2106,25.35,4.07,3.31,3.37,,
S2907,25.35,4.85,2.7,1.04,,
S4876,25.35,1.12,4.25,4.88,,
S720,25.36,2.7,2.72,4,,
S2805,25.36,4.34,3.26,3.97,,
S4879,25.36,2.7,0,2.94,,
S2573,25.37,3.14,4.39,4.2,,
S3233,25.37,3.6,4.11,3.44,,
S4941,25.37,4.69,3.72,2.61,,
S156,25.38,2.53,3.68,2.5,,
S975,25.38,3.79,4.66,3.08,,
S1472,25.38,4.59,4.52,2.85,,
S2339,25.38,4.3,2.68,2.95,,
S2670,25.38,4.14,3.89,1.29,,
S1140,25.39,2.06,4.94,4.19,,
S2374,25.39,0,4.62,1.36,,
S2381,25.39,0,4.57,4.59,,
S3470,25.4,2.63,4.25,4.51,,
S3713,25.4,4.3,2.59,4.56,,
S516,25.41,4.53,0,2.81,,
S3077,25.41,1.91,4.35,2.16,,
S4529,25.41,2.38,1.56,4.26,,
S1764,25.42,4.45,4.43,1.42,,
S1968,25.42,4.42,3.2,1.7,,
S2118,25.42,0,1.97,4.32,,
S2737,25.42,4.77,1.28,4.64,,
S3866,25.42,0,4.93,4.26,,
S4197,25.42,4.5,0,1.52,,
S799,25.43,4.95,2.63,4.33,,
S1151,25.43,4.1,1.57,1.04,,
S1898,25.43,0,4.09,4.65,,
S977,25.44,0,2.84,4.12,,
S2027,25.44,2.7,4.67,4.37,,
S2213,25.44,4.31,2.12,3.52,,
S2625,25.44,1,2.76,2.8,,
S4040,25.44,0,4.59,1.84,,
S1046,25.45,1.54,4.56,2.21,,
S1589,25.45,1.36,3.65,2.96,,
S4416,25.45,0,2.89,4.56,,
S533,25.46,4.53,4.71,1.79,,
S1102,25.46,4.26,1.28,4.94,,
S3763,25.46,4.57,4.48,1.87,,
S331,25.47,0,4.35,4.97,,
S804,25.47,3.64,3.47,4.23,,
S1226,25.47,4.12,4.57,2.53,,
S1232,25.47,3.53,2.38,4.84,,
S2137,25.47,4.56,1.34,2.08,,
S2646,25.47,0,2.79,3.73,,
S4431,25.47,2.94,2.5,0,,
S707,25.48,4.11,4.34,3.12,,
S2783,25.48,4.97,0,4.83,,
S4592,25.49,3.43,3.7,3.66,,
S1507,25.5,4.79,0,4.24,,
S4269,25.5,2.2,4.15,3.71,,
S2102,25.51,4.19,1.6,4.51,,
S4568,25.51,0,4.64,1.59,,
S2764,25.52,2.01,4.67,4.9,,
S360,25.54,4.36,4.89,1.22,,
S3356,25.54,3.13,0,3.49,,
S3681,25.54,3.38,3.51,3.33,,
S3705,25.54,1.3,4.08,4.58,,
S696,25.55,4.19,1.44,4.83,,
S4218,25.55,1.19,4.29,3.07,,
S4421,25.55,4.79,4.11,2.91,,
S252,25.56,4.94,2.01,2.68,,
S1712,25.56,1.68,2.14,4.05,,
S3618,25.56,3.34,2.48,3.19,,
S4133,25.56,2.84,4.5,2.72,,
S892,25.57,3.44,4.07,2.86,,
S3961,25.57,3.03,4.43,4.3,,
S4085,25.57,0,4.93,2.37,,
S4199,25.57,3.07,3.9,0,,
S512,25.58,4.69,4.96,0,,
S941,25.58,4.85,0,1.91,,
S1689,25.58,4.59,4.82,1.24,,
S2132,25.58,1.73,1.09,4.97,,
S4909,25.58,4.54,2.81,4.23,,
S3057,25.59,4.43,4.27,0,,
S4030,25.59,3.17,2.34,4.3,,
S450,25.6,0,4.99,2.88,,
S557,25.6,2.77,0,4.3,,
S1615,25.6,4.75,1.2,0,,
S4763,25.6,0,4.16,4.88,,
S2063,25.61,4.52,4.55,0,,
S2730,25.61,0,4.21,4.19,,
S2972,25.61,2.82,2.28,3.21,,
S32,25.62,4.44,3.55,2.48,,
S538,25.62,2.44,3.98,4.17,,
S1774,25.62,4.78,4.22,1.75,,
S1878,25.62,2.64,0,4.74,,
S3629,25.62,2.06,4.36,4.47,,
S4110,25.62,3.41,0,3.24,,
S1334,25.63,4.98,4.35,2.4,,
S1837,25.63,2.43,4.4,4.04,,
S2266,25.63,0,4.91,1.89,,
S3476,25.63,2.38,0,4.52,,
S3595,25.63,4.48,4.06,2.96,,
S4116,25.63,0,4.16,4.91,,
S1114,25.64,2.14,2.64,1.3,,
S1956,25.64,4.67,3.14,2.76,,
S4391,25.64,1.64,3.34,4.12,,
S4829,25.64,3.44,4.02,0,,
S2503,25.65,4.91,1.22,4.99,,
S3273,25.65,3.74,2.84,2.23,,
S3491,25.65,1.61,4.36,4.97,,
S1803,25.66,3.53,2.36,4.85,,
S1105,25.67,3.24,1.64,4.46,,
S2218,25.67,2.18,3.4,4.38,,
S4690,25.67,3.26,0,1.93,,
S521,25.68,0,1.7,4.37,,
S3540,25.68,0,4.45,2.91,,
S248,25.69,4.69,4.68,0,,
S1645,25.69,2.11,4.93,4.23,,
S3821,25.69,4.79,0,3.53,,
S4064,25.69,2.51,3.46,3.19,,
S4578,25.69,2.29,3.04,2.11,,
S1622,25.7,1.96,0,4.1,,
S3347,25.7,2.34,4.57,3.96,,
S3740,25.7,1.3,4.82,4.89,,
S4611,25.7,3.34,4.23,0,,
S1296,25.71,3.59,4.76,2.16,,
S1420,25.71,4.44,0,2.09,,
S2846,25.71,3.23,2.96,4.84,,
S1315,25.72,4.45,2.79,2.56,,
S1624,25.72,3.13,4.33,2.48,,
S3269,25.72,4.56,4.03,1.02,,
S3716,25.72,3.39,1.23,4.72,,
S135,25.73,4.84,1.33,4.61,,
S1392,25.73,4.2,0,4.4,,
S1450,25.73,4.76,4.6,2.28,,
S1792,25.73,2.74,4.01,2.36,,
S2983,25.73,2.35,4.35,4.07,,
S1214,25.74,4.85,1.66,4.99,,
S1459,25.74,4.03,2.63,3.89,,
S1756,25.74,1.45,2.57,1.79,,
S1795,25.74,2.14,4.73,3.02,,
S3132,25.74,3.04,1.21,3.56,,
S3147,25.74,0,4.05,1.99,,
S3175,25.74,2.98,1.01,4.05,,
S3308,25.74,3.24,2.5,2.93,,
S3960,25.74,0,4.73,3.67,,
S943,25.75,4.99,1.64,1.47,,
S1667,25.75,4.01,1.56,4.66,,
S4309,25.75,2.97,1.92,2.71,,
S4518,25.75,1.71,4.94,3.33,,
S971,25.76,1.64,4.86,1.53,,
S2736,25.76,4.11,1.28,4.52,,
S3163,25.76,4.86,4.82,2.2,,
S3697,25.76,1.8,3.05,4.04,,
S4267,25.76,3.95,2.01,1.45,,
S3831,25.77,2.46,4.68,4.28,,
S4465,25.77,2.39,3.28,4.74,,
S1656,25.78,4.35,0,4.18,,
S1767,25.78,0,4.62,4.77,,
S2911,25.78,4.82,3.95,1.41,,
S3528,25.78,2.92,4.34,0,,
S817,25.79,2.67,0,4.66,,
S2130,25.79,2.13,2.17,4.77,,
S4070,25.79,4.52,2.95,3.66,,
S4616,25.79,4.44,4.05,0,,
S179,25.8,2.23,2.24,1.55,,
S2463,25.8,4.51,1.05,4.69,,
S2466,25.8,3.35,3.09,2.8,,
S4821,25.8,4.95,4.42,2.62,,
S1727,25.81,2.64,4.69,4.37,,
S979,25.82,4.18,2.77,2.08,,
S1553,25.82,0,4.92,4.72,,
S2026,25.82,4.64,0,3.16,,
S2951,25.82,4.4,4.76,0,,
S553,25.83,4.06,1.18,4.75,,
S1657,25.83,4.26,4.71,2.64,,
S3675,25.84,4.73,2.23,2.39,,
S4161,25.84,4.44,3.81,0,,
S397,25.85,0,4.17,4.05,,
S1325,25.85,3.06,4.72,3.49,,
S2311,25.85,4.12,4.76,1.46,,
S3066,25.86,4.33,2.97,4.37,,
S882,25.87,2.09,4.19,2.72,,
S1157,25.87,2.94,4.16,3.95,,
S1220,25.87,1.72,0,4.08,,
S1423,25.87,4.92,0,4.83,,
S4903,25.87,0,2.73,3.99,,
S584,25.88,0,4.01,1.48,,
S1768,25.88,3.21,0,3.72,,
S1851,25.88,3.61,3.12,1.7,,
S3035,25.89,4.94,2.13,1.54,,
S3601,25.89,3.44,4.72,3.45,,
S1281,25.9,3.86,0,2.38,,
S2044,25.9,4.84,1.02,4.9,,
S2923,25.9,0,4.64,4.85,,
S3454,25.9,2.67,4.07,0,,
S4228,25.9,3.95,3.16,4.81,,
S4588,25.91,2.86,4.18,2.84,,
S110,25.92,2.65,3.96,1.75,,
S699,25.92,4.53,1.06,3.96,,
S2324,25.93,4.27,3.09,4.17,,
S2926,25.93,4.21,4.96,1.82,,
S4883,25.93,4.48,4.36,1.17,,
S806,25.94,4.13,0,3.74,,
S854,25.94,0,4.15,4.1,,
S2261,25.94,4.94,2.23,0,,
S2518,25.94,4.03,1.2,1.11,,
S3230,25.94,1.49,1.79,4.42,,
S4584,25.94,2.44,1.3,2.4,,
S1381,25.95,3.43,4.3,4,,
S1551,25.95,1.87,4.21,4.77,,
S3461,25.95,4.43,2.57,2.38,,
S3922,25.95,2.61,4.6,2.6,,
S1290,25.96,4.23,2.53,0,,
S4645,25.96,1,4.32,4.55,,
S234,25.97,4.77,1.49,4.92,,
S2712,25.97,3.26,1.68,4.68,,
S4367,25.97,4.6,4.21,0,,
S4478,25.97,2.26,4.11,2.22,,
S195,25.98,2.6,4.2,3.68,,
S358,25.98,2.74,3.15,0,,
S1183,25.98,4.95,3.58,0,,
S2229,25.98,4.22,4.62,2.45,,
S3919,25.98,4.44,2.2,0,,
S4753,25.98,2.14,4.54,4.11,,
S2172,25.99,4.71,4,3,,
S958,26,4.32,2.59,2.05,,
S1700,26,4.28,3.21,4.01,,
S3609,26,4.27,0,3.39,,
S823,26.01,4.68,1.29,0,,
S1882,26.01,1.66,4.81,0,,
S2733,26.01,4.69,1.68,2.8,,
S3847,26.01,0,3.56,2.46,,
S947,26.02,2.87,2.41,4.24,,
S2393,26.02,3.52,3.98,4.45,,
S2768,26.02,2.99,2.87,0,,
S4664,26.02,4.76,4.47,0,,
S233,26.04,0,4.05,4.03,,
S1915,26.04,0,4.05,4.93,,
S3088,26.04,4.73,2.43,4.06,,
S3859,26.04,4.95,4.36,2.11,,
S183,26.05,2.06,2.22,5,,
S302,26.05,4.52,0,4.67,,
S1240,26.05,4.94,2.2,3.17,,
S2953,26.05,3.44,0,2.83,,
S4018,26.05,0,3.29,4.2,,
S4668,26.05,3.3,3.08,0,,
S4699,26.05,1.88,4.42,2.8,,
S4830,26.05,1.44,4.62,3.75,,
S877,26.06,4.23,2.49,2.46,,
S907,26.06,2.33,3.08,4.62,,
S1812,26.06,4.48,2.86,4.58,,
S2023,26.06,2.66,2.86,3.23,,
S2630,26.06,4.14,0,4.66,,
S4451,26.06,4.97,4.69,2.24,,
S472,26.07,2.45,3.57,0,,
S2363,26.07,4.74,2.1,4.46,,
S1351,26.08,4.32,1.03,4.08,,
S4296,26.08,4.86,3.75,2.3,,
S976,26.09,3.49,4.12,4.07,,
S1438,26.09,2.17,4.87,3.7,,
S2291,26.09,2.09,0,4.08,,
S4724,26.09,4.47,3.94,0,,
S928,26.1,2.65,1.01,3.48,,
S1002,26.1,4.44,1.41,2.82,,
S1330,26.1,4.3,4.47,2.37,,
S1758,26.1,4.13,1.19,4.98,,
S3962,26.1,2.36,4.55,4.78,,
S4807,26.1,4.54,2.18,0,,
S4093,26.11,0,1.33,4.23,,
S4710,26.11,3.48,4.04,4.21,,
S1323,26.12,0,1.77,4.44,,
S3462,26.12,4.64,4.59,0,,
S4563,26.12,4.74,4.36,2.56,,
S4720,26.12,2.76,0,3.47,,
S935,26.13,1.75,4.74,4.62,,
S2241,26.13,3.26,4.33,2.04,,
S4492,26.13,3.75,2.35,4.54,,
S1921,26.14,3.08,3.21,3.83,,
S2367,26.14,2.58,2.67,0,,
S4603,26.14,4.88,2.64,3.32,,
S4778,26.14,1.8,4.31,2.68,,
S684,26.15,1.44,4.15,4.28,,
S803,26.15,3.24,2.77,0,,
S2070,26.15,3.57,3.03,4.67,,
S2993,26.15,4.27,4.44,1.72,,
S3438,26.15,4.29,0,4.81,,
S2025,26.16,1.31,4.58,0,,
S3849,26.16,3.07,1.06,4.88,,
S2510,26.18,4.03,3.76,1.53,,
S3684,26.18,4.68,0,4.43,,
S2814,26.19,3.24,0,4.59,,
S3301,26.19,4.8,4.05,0,,
S2163,26.2,4.62,2.09,0,,
S2196,26.21,1.32,0,4.01,,
S3432,26.21,3.57,3.22,4.75,,
S1688,26.22,1.05,4.4,4.32,,
S3650,26.22,4.7,4.55,1.05,,
S4863,26.22,4.26,4.86,2.33,,
S3236,26.23,4.05,2.91,3.43,,
S4549,26.23,2.5,2.92,4.5,,
S3248,26.24,1.76,4.92,4.43,,
S3722,26.24,4.17,0,3.26,,
S4606,26.25,4.99,1.45,2.22,,
S488,26.26,2.61,3.45,0,,
S1732,26.26,4.38,0,1.28,,
S2090,26.26,4.56,3.77,3.18,,
S408,26.27,4.63,4.46,2.68,,
